Num_Acc;jour;mois;an;hrmn;lum;dep;com;agg;int;atm;col;adr;lat;long
202400044859;2;4;2024;07:47;2;91;91689;1;1;1;5;AUTOROUTE A6B;48,74620000;2,32570000
202400045449;12;6;2024;17:20;1;64;64129;2;1;2;7;JEAN MERMOZ;43,31902449; -0,37871316
202400036971;13;5;2024;17:25;1;87;87085;2;2;1;3;BERTHELOT (AVENUE);45,83753416;1,25266224
202400000382;19;9;2024;17:45;1;28;28032;1;2;1;1;D336;48,30003900;1,63619000
202400000463;2;5;2024;02:15;3;84;84007;1;1;2;7;C.De GAULLE (Rocade);43,94429000;4,83457000
202400023714;6;9;2024;17:15;1;45;45155;1;1;1;3;59 Mingotty;47,71481800;2,63736200
202400020736;9;10;2024;17:05;1;22;22278;2;1;2;1;PARIS (DE);48,50557000; -2,74455000
202400012441;30;12;2024;17:54;3;44;44052;1;1;1;3;Saint Lucien;47,34389700; -2,09710100
202400053401;11;7;2024;16:30;1;28;28422;1;2;8;3;D17;48,25275200;1,54368100
202400047730;16;2;2024;03:30;3;75;75117;2;1;1;7;PORTE MAILLOT;48,88098516;2,28183568
202400027032;12;11;2024;10:37;1;971;97101;2;9;1;6;CLARA BOURGAREL - ASSAINISSEMENT (RUE);16,24424000; -61,53092000
202400012215;3;2;2024;15:45;1;62;62261;2;1;1;3;D144;50,48619453;1,61743587
202400042130;14;6;2024;20:00;3;972;97232;2;9;1;3;RN 6;14,54637700; -60,84351100
202400009463;19;3;2024;17:10;1;84;84051;1;6;1;3;Rond pont de la mayette D900;43,85935900;5,26645300
202400012891;1;6;2024;00:01;3;24;24394;1;1;1;6;L?Echanleuil;45,43848000;0,40953000
202400000269;23;3;2024;13:00;1;56;56121;2;6;1;2;Rond-point de la Base de sous-marins;47,73530000; -3,37435000
202400016564;2;8;2024;18:40;1;75;75116;2;1;1;4;BD PERIPHERIQUE INTERIEUR;48,87694200;2,27952000
202400002609;11;8;2024;03:40;5;69;69383;2;1;1;3;Cours Richard Vitton;45,75312000;4,89460000
202400043402;9;5;2024;18:15;1;93;93005;2;1;7;1;Rue Louise Michel;48,93177500;2,49850800
202400038920;15;1;2024;10:30;1;978;97801;2;1;1;3;RN 7, la savane;18,09423100; -63,06595400
202400039545;12;5;2024;18:35;1;47;47048;2;4;8;3;N21;44,52801100;0,62611900
202400030239;24;7;2024;09:20;1;51;51172;2;1;1;3;GOISSES;49,21659000;4,05663000
202400015287;15;3;2024;12:40;1;81;81038;1;3;1;3;Route de Lavaur;43,89295200;1,89336100
202400008395;8;8;2024;12:50;1;35;35051;2;1;1;3;FONTAINE (RUE DE LA);48,10920000; -1,60900000
202400035190;8;4;2024;16:15;1;971;97116;1;1;1;1;Brion;16,32027800; -61,45559900
202400001282;23;10;2024;08:20;1;92;92025;1;1;5;3;A86;48,92201331;2,22672771
202400046900;8;5;2024;00:30;3;33;33014;2;1;1;6;;44,98044300; -0,11703700
202400032072;23;7;2024;10:10;1;49;49328;2;6;8;3;AMIOT (RUE JULES);47,26124100; -0,09857400
202400032493;23;6;2024;10:30;1;12;12090;1;1;1;7;Chemin du bois de l'Ours;44,33479200;2,49651400
202400032740;16;12;2024;15:10;1;90;90015;2;3;1;1;16 Route de Montbéliard;47,59606995;6,85999095
202400015055;4;10;2024;15:00;1;75;75106;2;2;1;7;BOULEVARD DU MONTPARNASSE;48,84308100;2,32640400
202400050721;9;6;2024;20:58;1;28;28134;2;1;1;1;LIEVRE D'OR (RUE DU);48,72982000;1,38328000
202400007183;4;6;2024;12:15;1;93;93066;1;1;1;2;A86;48,92618060;2,33837893
202400038243;30;9;2024;08:15;1;78;78208;1;1;2;3;RN12 INT;48,80001400;1,98155400
202400037241;15;1;2024;07:30;3;75;75117;2;1;1;3;BOULEVARD DE DOUAUMONT;48,89495200;2,30674900
202400000915;11;8;2024;12:55;1;13;13213;2;1;1;1;OLIVES (AVENUE DES);43,32357000;5,45035000
202400022753;9;10;2024;01:45;3;78;78423;1;1;1;6;RN12;48,79597000;2,03484000
202400003804;8;7;2024;09:50;1;75;75108;2;2;1;3;RUE DE COURCELLES;48,87503100;2,30919600
202400011266;16;3;2024;13:30;1;974;97416;1;1;1;3;PAVE(RUE); -21,34330000;55,48000000
202400035155;27;2;2024;19:15;5;971;97113;1;9;1;2;RN4 - SECTION RIVIERA;16,21764000; -61,49421000
202400043599;27;6;2024;12:05;1;62;62464;2;1;1;3;D947;50,49232000;2,80924000
202400013453;14;3;2024;22:00;5;41;41226;2;2;1;3;Route de Paris;47,80653943;1,07209301
202400005056;8;2;2024;14:15;1;62;62332;1;2;2;3;D919;50,21893993;2,76034309
202400002762;28;9;2024;15:40;1;2B;2B298;2;9;1;6;route de la cathérale;42,68050700;9,30256100
202400009791;24;11;2024;05:00;5;76;76351;2;3;1;3;FLEURUS (DE);49,49154000;0,13830000
202400007482;22;2;2024;20:20;2;40;40279;2;3;1;6;LIBERTE (AVE DE LA);43,72095889; -1,05221309
202400042649;7;12;2024;20:00;3;13;13005;1;1;1;2;A50-Sens Marseille vers Aubagne;43,28848507;5,54834252
202400050410;22;9;2024;07:05;5;92;92012;2;1;2;6;GENERAL LECLERC (AVENUE DU) 1/33 - 2/58;48,83337000;2,24272000
202400021203;28;6;2024;15:30;1;47;47058;1;2;1;3;Caubeyres;44,26890500;0,22066000
202400009392;18;3;2024;04:35;5;94;94022;2;2;2;4;Avenue de Newburn / Rue du Four;48,75489500;2,41155500
202400013206;14;3;2024;17:00;1;75;75114;2;2;1;6;BOULEVARD BRUNE;48,82618900;2,31280000
202400016592;2;8;2024;19:40;5;974;97415;1;1;1;6;Chemin Baillif; -21,04596900;55,31309900
202400050653;15;2;2024;02:03;3;95;95127;2;9;2;6;OISE (BOULEVARD DE L');49,03514000;2,08277000
202400053230;2;1;2024;18:45;5;85;85003;2;3;3;3;11 Rue georges clemenceau;46,74123900; -1,61062400
202400027486;6;3;2024;01:50;5;06;06088;2;2;1;1;Boulevard de l'Ariane;43,73468000;7,29666000
202400030232;31;8;2024;18:20;1;72;72181;2;1;1;3;HEUZE OLIVIER AV N° PAIRS 2 A 198;47,99499000;0,17725000
202400035121;17;1;2024;11:50;1;93;93005;2;3;2;3;Rue de Champagne;48,95008700;2,50340100
202400046413;4;12;2024;16:40;2;93;93007;1;1;1;4;AUTOROUTE A1;48,94674096;2,44241883
202400021446;9;3;2024;17:00;1;63;63276;1;1;6;1;Chez Vernieres;45,83044876;3,48325890
202400003271;22;10;2024;18:53;5;77;77284;2;9;8;6;TRINITAIRES (RUE DES);48,95657000;2,87393000
202400009150;17;10;2024;19:50;5;46;46042;2;9;3;6;GAMBETTA (BOULEVARD LEON) N° PAIR;44,44553000;1,44138000
202400021202;16;11;2024;21:30;3;05;05078;1;1;1;1;D942;44,38587100;5,92174900
202400004970;8;2;2024;18:30;5;08;08409;2;7;3;6;MARNE (AVENUE DE LA);49,69881000;4,92548000
202400004040;28;11;2024;15:00;1;971;97101;2;1;1;2;GRAND CAMP(SECTION);16,25388000; -61,53873000
202400034202;3;10;2024;23:00;5;69;69091;2;1;1;3;Rue Honoré Pététin;45,59310000;4,77293000
202400018251;3;8;2024;16:15;1;35;35166;1;1;1;6;lieu-dit La Fontenelle;48,14908700; -1,34781000
202400028269;21;5;2024;13:50;1;51;51607;2;9;1;2;Rue de la Verdonnelle;48,94849500;3,62112200
202400015666;21;11;2024;17:50;3;93;93064;1;1;4;2;AUTOROUTE A86;48,87916750;2,47634149
202400036703;6;11;2024;20:00;5;17;17415;2;9;1;3;Route Départementale N° 131;45,74687000; -0,63589000
202400047874;24;9;2024;21:52;5;94;94017;2;3;2;3;Rue Maurice Denis;48,81731700;2,49109000
202400041924;14;6;2024;23:30;5;971;97101;1;9;1;7;RN1 ROCADE DE CHAUVEL;16,23721000; -61,52305000
202400026272;22;5;2024;12:48;1;94;94016;2;6;1;7;Rue Emile Zola / Sentier des Goischères;48,79740000;2,34189000
202400049616;11;6;2024;13:30;1;52;52544;1;1;1;6;RD 123 PK 0+925;47,90705330;5,75441699
202400000430;19;9;2024;09:10;1;78;78322;1;1;1;2;A86 EXT;48,78049000;2,17614000
202400019827;28;1;2024;15:20;1;83;83009;2;3;1;3;DE GAULLE (QUAI CHARLES);43,13629000;5,75740000
202400018222;7;9;2024;14:40;1;09;09005;1;1;1;7;D618;42,90860100;1,29066800
202400017963;19;4;2024;08:20;1;59;59580;2;1;1;6;30 Lotissement le Noordmeulen;50,81072100;2,57321900
202400046393;31;10;2024;11:10;1;72;72276;1;1;1;1;lieu dit la petite vallee;48,27857300;0,43955000
202400000544;12;9;2024;17:30;1;12;12089;2;6;1;6;GIRATOIRE DES SOUFFLANTES;44,55509700;2,26315100
202400008894;7;6;2024;02:20;5;972;97213;2;6;1;6;ROUTE DEPARTEMENTALE 15;14,62220000; -61,00655200
202400009404;4;7;2024;21:45;1;93;93073;1;1;1;1;CHAPIT RE ( RUE DU);48,99012000;2,56982000
202400000411;19;9;2024;09:05;1;13;13210;1;1;1;2;A50-Sens Marseille vers Aubagne;43,28616401;5,42968295
202400017211;12;3;2024;11:50;1;38;38151;2;1;8;6;RUE DU BERRY;45,15576000;5,72113000
202400002580;9;8;2024;18:09;1;62;62894;1;1;1;6;A16;50,77568812;1,65384039
202400041117;4;4;2024;07:55;1;75;75112;2;1;2;3;QUAI DE BERCY;48,82945310;2,38739669
202400005276;22;10;2024;09:40;1;80;80680;2;3;1;1;2 Rue d'Hangest Dolez;49,81699100;2,70735700
202400007328;19;10;2024;16:20;1;75;75109;2;5;1;7;BOULEVARD HAUSSMANN;48,87200800;2,34004700
202400044073;22;8;2024;23:45;3;65;65054;1;1;1;1;D79;43,06192000;0,33817300
202400007679;5;7;2024;10:00;1;91;91103;2;4;1;3;RUE EDOUARD DANAUX;48,60274000;2,28715000
202400000813;14;8;2024;04:30;3;17;17101;1;1;1;7;D221;45,95797500; -0,35056500
202400026061;3;9;2024;19:41;1;93;93077;2;3;1;3;Avenue de Rosny / Place du Souvenir Français;48,88248000;2,49783000
202400035036;17;1;2024;12:45;1;04;04112;2;1;2;2;POMPIDOU (AV.GEORGES);43,82636000;5,78219000
202400045490;8;5;2024;19:34;1;76;76057;2;6;1;3;D67;49,52681900;0,96216700
202400015119;13;3;2024;05:50;5;75;75107;2;2;1;6;BOULEVARD SAINT GERMAIN;48,85606200;2,32590400
202400042019;24;9;2024;14:55;1;02;02659;1;1;2;5;;49,85010000;3,32857000
202400047534;17;2;2024;13:15;1;95;95585;2;1;1;5;D316;48,97920302;2,36852850
202400015215;14;3;2024;17:25;1;41;41164;1;1;1;4;D976;47,27171700;1,40706500
202400023935;5;1;2024;12:30;1;68;68166;2;6;1;2;Rue Claude Debussy;47,79434100;7,32407100
202400030728;22;6;2024;17:15;1;56;56121;2;1;1;1;Rue Jean Le Coutaller;47,74750000; -3,36905000
202400033304;1;3;2024;08:14;1;64;64545;1;1;1;1;BRETELLE DE SOCOA RD 913 (BRETELLE);43,38477000; -1,69673000
202400032608;20;6;2024;20:15;1;64;64102;2;1;2;7;BARTHES (CHEMIN DES);43,49884000; -1,49342000
202400025025;6;3;2024;17:14;1;50;50218;2;1;1;6;IMPASSE DES TREMAILLEURS;48,83322000; -1,55149000
202400020213;28;1;2024;06:50;3;93;93073;1;1;1;6;AUTOROUTE A104;48,96636000;2,55951000
202400000431;8;6;2024;00:20;3;93;93066;1;1;1;4;A1;48,91936344;2,35754643
202400049642;14;2;2024;23:40;3;56;56006;1;1;1;2;Gelard;47,93967600; -2,27655300
202400001732;22;3;2024;08:10;1;72;72181;2;1;1;2;TABACS (PONT DES);47,99847000;0,18830000
202400001478;22;10;2024;03:30;3;93;93073;1;1;2;6;CHAPIT RE ( RUE DU);48,99020628;2,54714967
202400041684;24;8;2024;19:15;1;01;01053;2;1;1;2;DE GAULLE ( BD GAL) IMPAIR;46,19863000;5,23997000
202400017938;19;4;2024;08:40;1;17;17010;1;1;1;1;D202;46,10849900; -1,08498600
202400039464;23;2;2024;07:45;1;13;13005;2;1;1;3;CANIERS (AVENUE DES);43,28901100;5,59392000
202400028297;25;7;2024;09:40;1;973;97302;2;3;1;3;MONT LUCAS 1 (CITE);4,92415000; -52,30198000
202400029545;9;4;2024;08:40;1;94;94068;2;1;8;3;25 Quai Winston Churchill;48,79222000;2,52156000
202400033253;16;5;2024;12:55;1;92;92036;2;1;1;3;GENERAL DE GAULLE (AVENUE) (PAIRS);48,93363889;2,31165218
202400008887;4;2;2024;06:10;5;93;93008;2;1;2;7;Avenue Paul Vaillant - Couturier;48,90849900;2,45163200
202400039022;13;5;2024;09:20;1;75;75110;2;3;1;3;BOULEVARD DE STRASBOURG;48,87384400;2,35671200
202400018237;3;8;2024;02:30;3;81;81020;1;1;1;7;Route de Marssac;43,86798200;2,03603300
202400041973;17;7;2024;17:00;1;42;42283;2;1;1;6;Route Pre Chevalier;45,55514900;4,54162400
202400045191;18;3;2024;16:00;1;30;30080;1;1;1;7;;44,30729000;3,97125000
202400016276;31;1;2024;07:40;1;31;31069;2;9;1;3;POTEZ (ALL HENRI);43,62594200;1,37840200
202400053850;1;1;2024;00:50;3;83;83056;2;1;1;6;chemin de la clue;43,56531196;6,51370972
202400047124;15;7;2024;01:20;3;13;13014;1;2;1;3;D113;43,53437000;5,19332500
202400027746;12;4;2024;17:45;1;39;39577;1;1;1;1;;46,80033900;5,48820700
202400038478;6;11;2024;00:21;5;13;13205;2;7;1;6;JEAN MOULIN (BOULEVARD);43,29000000;5,40000000
202400012429;5;8;2024;19:18;1;13;13005;2;9;1;3;CD 2 (CAMP MAJOR);43,28851000;5,54781000
202400023358;7;3;2024;16:15;1;13;13071;1;1;1;2;A7-Sens Lyon vers Marseille;43,40439894;5,31594824
202400019786;7;9;2024;18:45;1;33;33162;1;1;1;3;;44,87605000; -0,66058000
202400035001;11;12;2024;13:30;1;974;97411;2;2;1;3;RIVIERE DES PLUIES (ROUTE DE LA); -20,90120000;55,50118000
202400045346;22;8;2024;05:04;3;33;33080;1;1;1;6;;44,73467000; -0,53250000
202400000586;18;9;2024;08:16;1;75;75115;2;2;1;6;AVENUE EMILE ZOLA;48,84655400;2,28613800
202400041765;24;8;2024;17:31;1;68;68097;1;4;1;3;D11iii;48,16066500;7,20071200
202400015558;20;11;2024;16:30;5;75;75109;2;3;1;3;BOULEVARD DE LA MADELEINE;48,86977900;2,32651700
202400044802;1;4;2024;17:20;1;83;83115;2;4;1;1;bd jean moulin;43,30478513;6,62872863
202400048519;26;10;2024;21:45;5;29;29019;2;2;2;3;rue Coat ar Gueven;48,39351600; -4,48132900
202400030715;10;11;2024;06:35;2;2A;2A004;2;1;1;6;CONVENTIONNEL SALICETTI CHRISTOPHE;41,92766000;8,73525000
202400035042;28;2;2024;18:40;2;78;78423;1;1;1;6;A12 W;48,78419200;2,03427700
202400031762;19;1;2024;00:45;5;75;75103;2;2;1;6;RUE DES QUATRE FILS;48,85994400;2,36076700
202400025962;3;9;2024;19:45;1;16;16089;1;3;1;3;;45,67439000; -0,34132000
202400028032;22;1;2024;06:40;5;06;06069;2;1;1;7;Boulevard Emmanuel Rouquier;43,63409000;6,93934000
202400037458;15;1;2024;13:20;1;92;92078;1;1;1;6;AUTOROUTE A86;48,92830843;2,33162459
202400009434;4;7;2024;13:00;1;92;92025;2;7;7;3;GABRIEL PERI (RUE);48,91849892;2,23959891
202400050835;17;8;2024;04:20;3;69;69276;1;1;1;7;Autoroute 7  ;45,66742385;4,84481026
202400031257;9;4;2024;13:15;1;54;54482;2;1;1;6;Rue Wolfgang Amadeus Mozart;48,70418000;6,19913000
202400027225;13;12;2024;23:40;3;77;77186;1;1;8;7;D301;48,40589000;2,63898000
202400013612;19;4;2024;11:33;1;65;65286;2;1;1;3;Avenue Alexandre Marqui;43,10582000; -0,04106000
202400018608;1;8;2024;09:00;1;59;59249;2;6;2;3;Place Alfred Derigny;50,01685400;4,03996500
202400026773;25;6;2024;13:50;1;75;75116;2;7;1;3;AVENUE DE VERSAILLES;48,85129500;2,27836900
202400002758;22;10;2024;18:36;1;2B;2B307;2;1;1;1;Suaglione;42,38455800;9,53002500
202400046642;8;1;2024;18:55;5;92;92036;2;1;2;6;AGNETTES (RUE DES) (1/9);48,92224782;2,28825420
202400028825;12;11;2024;18:30;5;56;56013;2;1;2;6;Rue du Docteur Laennec;47,67573000; -3,17260300
202400027829;21;5;2024;00:25;5;75;75108;2;3;3;2;AVENUE DE FRIEDLAND;48,87400400;2,29728300
202400016248;9;9;2024;15:56;1;75;75119;2;2;1;2;BOULEVARD D INDOCHINE;48,88622300;2,39674400
202400006247;26;4;2024;15:23;1;49;49007;2;2;1;3;BIRGE BOULEVARD;47,47444000; -0,51963000
202400016189;13;1;2024;08:20;3;77;77350;1;1;1;5;N4;48,76137900;2,66298500
202400035254;6;4;2024;06:12;3;59;59459;1;1;1;2;AUTOROUTE A23;50,37822000;3,46990000
202400001183;21;10;2024;07:41;1;974;97408;1;1;1;6;Chemin Departemental 41; -20,92475400;55,36740800
202400027393;5;3;2024;09:55;1;51;51454;2;6;1;2;CHAMPAGNE   (  AVENUE DE);49,21367000;4,01560000
202400017075;14;3;2024;08:45;1;14;14100;2;1;1;6;30 Rue Camille Blaisot;49,04359400; -0,32138000
202400019549;17;4;2024;18:25;1;69;69383;2;2;1;3;Rue Paul Bert;45,75705988;4,85850589
202400010709;2;2;2024;13:10;1;94;94069;1;1;1;5;A4;48,81719761;2,42988825
202400036550;6;11;2024;23:55;5;69;69034;2;1;1;6;Montée de la Boucle;45,78081747;4,84002818
202400020921;28;6;2024;21:40;2;71;71270;2;1;1;6;GAMBETTA (RUE);46,30212000;4,83113000
202400034225;3;10;2024;14:00;1;59;59360;2;2;1;3;DOUMER PAUL RUE;50,59675000;3,03723000
202400025720;14;4;2024;03:40;5;26;26325;2;1;1;6;16 Avenue de Lyon;45,29881300;4,81133300
202400048712;29;3;2024;09:55;1;973;97302;1;1;2;3;MARINGOUINS (ROND-POINT);4,90772665; -52,32258081
202400003074;24;10;2024;07:36;2;08;08491;1;1;5;6;RD5;49,74245100;4,85748600
202400010735;3;2;2024;12:10;1;91;91471;2;2;2;3;MONTJAY (AVENUE DE);48,68575000;2,18380000
202400016073;27;12;2024;00:10;3;27;27554;1;1;5;2;Autoroute A.13;49,08264700;1,38166200
202400044568;28;11;2024;00:40;3;78;78168;2;1;1;6;Route nationale 10;48,74982900;1,92760400
202400009285;17;10;2024;03:10;5;974;97407;1;1;1;6;BOUVET (AVENUE); -20,95110000;55,29889000
202400007163;21;10;2024;08:15;3;29;29167;1;1;3;5;Kermatheanou Bras;47,96861129; -4,28582668
202400022250;5;9;2024;07:00;2;44;44184;2;1;3;3;38 Rue Gabriel Fauré;47,26976000; -2,23895000
202400044281;14;6;2024;16:30;1;13;13014;2;3;1;2;Boulevard Henri Wallon, intersection avec bd Barbusse;43,49550300;5,16316100
202400001170;7;6;2024;08:00;1;09;09225;2;3;8;3;RIJOLE AVENUE DE LA;43,12411000;1,62092000
202400035749;12;5;2024;08:20;1;69;69266;1;1;1;2;Route Départementale 383 ;45,75769465;4,90895763
202400001609;23;3;2024;20:00;5;30;30202;2;3;1;1;Avenue André de Philip;44,25855500;4,64139100
202400015143;2;7;2024;09:10;1;75;75112;2;2;1;2;RUE DE PICPUS;48,84554900;2,39523000
202400017299;19;11;2024;16:10;1;79;79191;2;1;2;7;;46,30224000; -0,46584000
202400019292;10;8;2024;23:10;3;14;14305;1;1;1;1;Route de Lisieux;49,27345700; -0,05162200
202400015939;28;1;2024;22:10;3;974;97414;1;1;3;7;Rue Evariste de Parny; -21,25384200;55,43534300
202400017073;30;6;2024;13:20;1;92;92049;2;2;1;7;REPUBLIQUE AVENUE DE LA N°1 A 79;48,81532817;2,31762725
202400020565;30;7;2024;22:10;5;13;13004;2;2;1;3;RUE MAURICE BONNAFOUX;43,68215000;4,63821000
202400025149;6;3;2024;10:53;1;10;10387;2;1;1;6;LOMBARDS (AVENUE);48,27800000;4,06740000
202400035528;7;4;2024;18:00;1;94;94081;2;3;1;6;Rue Verte / Parking;48,78226000;2,38001000
202400033754;16;1;2024;17:58;3;71;71076;2;1;5;6;SAINTE MARIE (PROMENADE);46,78502000;4,86164000
202400013506;6;3;2024;13:29;1;59;59350;2;9;1;6;Rue Desaix;50,62080329;3,07721325
202400007127;4;6;2024;16:30;1;24;24087;1;1;1;5;D703;44,85671300;1,06951500
202400003155;22;10;2024;10:20;1;35;35015;1;1;5;1;RD 178;48,17176700; -1,18598700
202400003594;22;3;2024;15:50;1;59;59611;1;1;2;1;Rue de Lambersart;50,67225800;3,00318900
202400042133;24;8;2024;00:25;5;06;06069;1;1;1;1;88 Route de Draguignan;43,64328000;6,90485000
202400018447;1;8;2024;12:40;1;17;17306;2;2;1;3;ANSALDI;45,63475000; -1,02325000
202400037939;18;7;2024;19:00;1;51;51454;2;1;1;3;NOIROT (BOULEVARD MAURICE);49,25174000;4,02139000
202400039233;27;2;2024;18:30;2;31;31555;2;1;2;3;AV PIERRE G LATECOERE;43,55526000;1,48161000
202400033447;18;1;2024;08:40;5;93;93066;2;1;4;7;Avenue du Président Wilson;48,91871108;2,35711992
202400023177;8;3;2024;07:59;1;63;63113;2;1;1;6;PONT NATUREL (RUE DU);45,78327000;3,07919000
202400032990;14;12;2024;20:20;5;75;75113;2;3;1;3;BOULEVARD DE L HOPITAL;48,83889200;2,36087900
202400026151;3;9;2024;19:30;1;76;76146;1;1;1;3;D919;49,57894300;1,29314700
202400012511;2;2;2024;16:20;1;69;69199;2;3;1;3;Rue Mathieu Dussurgey;45,71227000;4,86251000
202400020278;31;7;2024;11:55;1;92;92007;2;1;1;3;TURIN (RUE DE);48,80499182;2,31537603
202400047311;6;5;2024;19:50;1;81;81065;2;2;7;3;WAKEFIELD (ROND POINT);43,60067000;2,23544000
202400034512;2;10;2024;07:00;3;64;64445;2;1;3;4;MARTYRS DU PONT LONG DES;43,34060000; -0,37974000
202400011197;29;7;2024;16:15;1;74;74196;1;1;1;7;119;46,01645200;6,56110400
202400020486;25;5;2024;07:40;1;13;13043;2;3;1;3;MEDITERRANEE (AV DE LA );43,38509249;5,21722108
202400031261;9;4;2024;12:42;1;54;54547;2;1;1;3;parking magasin Leclerc;48,65379900;6,17775340
202400041085;26;2;2024;19:00;3;95;95572;1;1;2;2;A15;49,03117012;2,12085638
202400024506;23;5;2024;16:45;1;94;94080;2;1;1;6;Rue Diderot;48,85069897;2,44174361
202400036801;7;11;2024;09:20;1;45;45328;1;1;8;3;Rue du Grand Chemin;48,07071000;2,68675800
202400001813;8;7;2024;08:30;1;56;56121;2;6;3;3;Boulevard Léon Blum;47,74724000; -3,37657000
202400006503;8;2;2024;13:15;1;59;59126;1;6;3;1;D643;50,30485900;3,13405100
202400047187;6;1;2024;06:00;3;25;25024;1;1;2;6;Route Départementale 437;46,93918000;6,37486000
202400016948;11;10;2024;19:20;5;92;92062;2;1;1;6;REPUBLIQUE (RUE DE LA) N° 100 A 14;48,88479475;2,23964015
202400016759;26;5;2024;18:05;1;93;93005;1;1;1;3;A1;48,96072159;2,46789896
202400030844;10;11;2024;01:50;3;93;93077;2;3;5;3;RAINCY (AVENUE DU);48,88664000;2,50887000
202400046057;16;7;2024;06:00;2;40;40273;2;1;1;6;Avenue du Quartier-neuf;43,52555700; -1,39607900
202400019438;18;11;2024;20:00;5;33;33281;2;6;1;2;;44,81350000; -0,71364800
202400034106;29;8;2024;12:10;1;75;75115;2;3;1;7;RUE CLODION;48,85150600;2,29203400
202400010013;25;4;2024;07:12;2;39;39470;1;3;1;4;;46,46684700;6,07358900
202400011717;23;4;2024;13:00;1;75;75111;2;4;1;6;AVENUE LEDRU ROLLIN;48,85446600;2,37805800
202400048542;3;12;2024;19:00;5;92;92050;2;2;1;3;CLEMENCEAU GEORGES AVENUE N° PAIR;48,88577000;2,21924000
202400004476;23;1;2024;18:00;3;84;84129;1;3;1;1;1951 Avenue d'Orange;44,02479800;4,87264000
202400009721;16;11;2024;05:10;2;988;98818;2;1;1;1;AVENUE JAMES COOK; -22,26808000;166,42998000
202400034456;8;11;2024;20:40;5;93;93001;2;9;8;2;ADRIEN AGNES (QUAI);48,91599432;2,37091541
202400017053;12;3;2024;12:15;1;92;92060;2;1;2;6;PIERRE BROSSOLETTE (AVENUE);48,77721000;2,25953000
202400041219;10;5;2024;10:48;1;14;14304;1;3;1;2;D579;49,37393000;0,22983000
202400051647;10;6;2024;01:15;3;83;83069;1;1;1;3;A570;43,12490732;6,09316671
202400046501;4;12;2024;15:30;1;71;71270;2;6;8;3;EUROPE (CARREFOUR DE L');46,29917000;4,82756000
202400025473;20;12;2024;08:00;3;85;85008;1;6;1;3;RD80;46,64164000; -1,45058000
202400009632;4;7;2024;13:05;1;2A;2A004;2;6;1;3;ROUTE DU STILETTO;41,94617000;8,77221000
202400022930;16;11;2024;13:25;1;94;94043;2;1;1;6;Rue Benoit Malon;48,80570000;2,35096300
202400004131;28;11;2024;12:30;1;66;66136;2;1;1;6;SAINT-ASSISCLE (BOULEVARD DE);42,69725000;2,87811000
202400030151;31;8;2024;19:20;1;93;93027;1;1;1;4;AUTOROUTE A86;48,92773456;2,40988970
202400051200;10;6;2024;16:27;1;30;30191;1;1;1;3;D765a;44,13364700;4,67727900
202400029285;4;3;2024;09:45;1;59;59508;2;9;1;6;Rue du Dronckaert;50,73894500;3,13024400
202400006770;9;8;2024;12:20;1;68;68063;2;1;1;2;Faubourg de Belfort;47,79477500;7,17222000
202400001737;21;3;2024;16:10;1;72;72181;2;1;1;2;BROSSOLETTE PIERRE (BD) N° IMP;47,97887600;0,20505200
202400030376;23;9;2024;09:20;1;62;62103;2;1;2;1;D917;50,14182512;2,83297888
202400023838;11;4;2024;14:40;1;57;57620;1;1;1;3;A4;49,19784944;5,98284960
202400041010;4;4;2024;08:10;1;29;29039;1;1;2;2;RD 70 (route départementale);47,92210462; -3,89978478
202400004029;15;9;2024;14:10;1;80;80674;1;1;1;6;ROCADE NORD EST RN 25;49,91160663;2,34365197
202400045095;5;1;2024;17:05;1;76;76341;2;1;1;2;FRIEDRICH ENGELS;49,51312000;0,19329000
202400052499;1;1;2024;07:55;1;971;97101;1;1;2;2;RN1 ROCADE DE CHAUVEL;16,24099000; -61,52263000
202400021862;20;12;2024;10:50;1;31;31555;2;1;1;6;BD LAZARE CARNOT;43,60045000;1,45217000
202400028069;2;9;2024;16:45;1;94;94038;2;1;1;6;1 Rue Léon Blum;48,76801000;2,32398000
202400030780;10;11;2024;14:20;1;29;29232;2;6;1;3;Rond-Point de Ludugris;47,97952351; -4,12191647
202400034678;20;6;2024;08:11;1;47;47127;1;1;2;6;D666;44,34648801;0,40381569
202400007786;11;9;2024;19:10;1;62;62133;2;1;1;3;D46;50,41258292;2,91069468
202400023673;19;12;2024;16:15;1;82;82121;2;2;1;3;DE SAINT PIERRE (CHEMIN);44,03083000;1,34300000
202400048627;6;5;2024;17:00;1;75;75110;2;3;1;3;BOULEVARD DE MAGENTA;48,88211100;2,35106700
202400018315;9;9;2024;06:35;3;06;06085;1;1;1;5;A8 PK 164.450 direction Marseille;43,58576038;6,99715837
202400007704;5;7;2024;18:30;1;64;64129;2;6;1;3;PIEDMONT DU;43,30523000; -0,40124000
202400025338;18;12;2024;15:55;1;75;75105;2;1;1;3;RUE MONGE;48,83933500;2,35511400
202400001604;24;3;2024;03:50;3;60;60380;2;1;2;6;Avenue du Grenier à Sel;49,13850900;3,08644000
202400046909;19;2;2024;17:20;1;56;56013;2;1;1;6;19 Rue Marchelan;47,67748500; -3,19541800
202400052333;10;7;2024;16:08;1;46;46042;2;3;1;1;CHURCHILL  (RUE WINSTON);44,46272000;1,43256000
